views,likes,dislikes,comment_count,type
99205,970,243,302,0
291245,23916,196,2000,0
60799,3487,373,187,0
7448921,335822,3359,16869,1
325306,12440,395,2493,0
394482,11388,493,1460,0
1566193,48613,2508,2819,1
1134318,33664,1240,967,0
933555,34610,2190,10631,0
993402,27349,375,1990,0
41533,1918,50,151,0
409603,5117,232,440,0
244124,2740,381,655,0
787480,19655,582,1820,0
10386,45,25,41,0
97298,5463,409,1636,0
106523,218,148,356,0
1966994,187947,1355,99980,1
990024,22977,1695,3657,0
332065,4640,531,649,0
45179,1285,322,616,0
1311344,17555,5553,6894,1
683525,17086,599,3238,0
1302819,28020,5136,11564,1
1095344,8642,588,2633,0
2269443,49633,5981,0,1
69055,908,817,250,0
644694,32128,838,1925,0
143133,2397,75,163,0
177705,2606,54,237,0
38331,1891,19,200,0
471027,0,0,787,0
10351,58,23,17,0
17273,55,4,6,0
704805,53590,1087,3311,0
40149,672,88,117,0
11913715,605215,30684,57530,1
2883649,36176,1704,2048,1
50741,5963,27,448,0
1478882,57738,2712,6614,1
2169133,105821,3762,26440,1
835764,59115,1033,4266,0
45418,439,60,185,0
229836,5022,1538,1382,0
447961,13329,418,1330,0
3811016,231458,9768,22202,1
1385703,102471,1370,5678,1
164693,1165,276,253,0
602044,32871,500,1679,0
7658,242,1,26,0
913511,9588,2532,2037,0
1219754,8925,637,2085,1
2165441,24906,1767,0,1
99485,3514,482,1017,0
147582,724,134,475,0
69181,4215,77,557,0
241700,1495,221,1327,0
55342,620,173,97,0
4324560,134366,18292,20023,1
1020028,13429,480,2564,0
11081264,305224,16685,26073,1
81725,1786,172,139,0
3687545,62188,4956,4076,1
742248,7632,832,2613,0
147586,6294,413,806,0
2941261,96059,3104,6594,1
307404,8758,358,1051,0
168196,4388,164,679,0
447812,10999,322,1489,0
276701,6365,306,754,0
128671,6302,135,337,0
494644,15724,1972,4129,0
104830,1131,90,235,0
1836620,139237,5668,11651,1
103772,3045,185,204,0
71522,1133,587,301,0
193827,11028,493,761,0
2077170,21920,2741,5116,1
324996,13078,204,338,0
1849647,13370,5412,3173,1
328740,33663,288,2665,0
187305,6367,6430,4431,0
226851,8516,242,650,0
1323312,75107,1585,4230,1
5783574,510007,4756,17843,1
1424263,16875,735,922,1
457374,2954,253,509,0
23731,328,208,117,0
348549,5966,227,146,0
1470720,18582,293,1092,1
90745,997,80,145,0
3286123,117759,2941,4271,1
97773,391,6,83,0
958871,25130,1675,1642,0
1063803,16835,831,5337,0
3909038,47043,4089,4251,1
6743056,354237,18620,21955,1
254037,7936,220,304,0
523809,14123,336,736,0
1938017,108039,1410,6736,1
113842,5930,77,547,0
2800574,192127,1241,12321,1
27723596,770906,154663,77785,1
4086889,51577,3587,2843,1
440293,19699,443,2242,0
236377,7382,176,1732,0
458981,38150,328,1939,0
490416,7122,1873,988,0
549272,6590,596,403,0
35374613,651507,36709,40417,1
465364,7920,293,3414,0
197685,5488,125,523,0
16121,705,28,52,0
67468,747,272,260,0
96493,1915,118,203,0
23341,73,9,16,0
3111,2,0,0,0
126083,4629,62,543,0
6015,25,10,8,0
73168,394,125,102,0
226546,6720,248,816,0
1278645,31607,890,1800,1
174127,4686,240,1964,0
48112,94,10,9,0
2905153,194193,1337,17467,1
30046,1139,18,103,0
221120,8876,111,341,0
1236854,68514,674,27440,1
2371222,69405,2472,5682,1
1714942,64850,4990,5141,1
23863,824,62,82,0
446005,19830,241,1140,0
2954718,40124,1045,2458,1
123835,9365,100,1643,0
1487590,62666,1472,4698,1
613852,13681,227,623,0
284974,1754,1084,2702,0
2843524,172437,8966,2,1
1612033,135285,1459,16499,1
743035,5576,645,772,0
386207,9083,5078,2698,0
2896976,103781,2674,4649,1
709140,35283,399,925,0
290027,1880,7857,3140,0
4275,31,0,0,0
1961933,1292,48,209,1
1262601,10121,1738,2477,1
1949,20,5,25,0
107735,586,219,130,0
34032,1930,14,182,0
3065887,47974,2445,5101,1
720749,4069,186,271,0
108591,1758,43,69,0
157137,6968,349,486,0
109733,189,30,21,0
2012372,148893,1573,7405,1
1140097,11389,1590,4974,0
1823566,42678,1234,4908,1
2160639,1218,63,118,1
121344,989,27,118,0
2776665,54243,866,1801,1
2309633,115443,3940,17047,1
458830,15920,357,1769,0
812300,17486,3339,2041,0
910966,17406,147,930,0
1558856,94504,3068,13677,1
2313884,80894,3102,11826,1
920639,50021,7883,12618,0
562072,9205,898,1070,0
973749,25139,1367,1820,0
2822642,275632,1444,124082,1
218992,14877,315,1052,0
1002848,136926,1447,11628,0
3334565,167596,8753,9296,1
119159,3082,111,320,0
154069,3270,231,308,0
38257,2120,45,94,0
305643,10386,813,1229,0
630694,44813,908,5250,0
211370,6355,205,729,0
239753,8753,967,974,0
75036,4092,65,291,0
904668,74236,1780,8925,0
143088,9655,112,4071,0
157383,8162,221,342,0
862432,18606,2315,4169,0
321885,23922,317,1158,0
45065,5820,260,740,0
129038,2689,54,221,0
143663,13856,199,1164,0
791146,15694,379,1272,0
96179,694,167,526,0
1064878,22535,1990,5709,0
320038,12008,190,851,0
1723723,56837,3399,3839,1
2088933,330086,727,22182,1
1205068,14458,3011,2138,1
537335,8936,355,919,0
25264,2066,38,86,0
46325,706,99,66,0
3072371,90653,6119,7590,1
1784173,189160,2784,14883,1
1137332,34092,2054,6416,0
764234,13347,1405,1896,0
935954,19763,3135,2673,0
593246,16038,788,896,0
1044836,26856,1230,1743,0
182557,2457,177,301,0
3200773,104193,4404,3868,1
523479,5905,276,619,0
326716,3802,1722,402,0
779197,34779,420,4355,0
195270,6326,312,900,0
1212365,39586,1303,4979,1
5061576,41968,10874,5980,1
1761658,34362,1594,5827,1
892128,5465,612,519,0
632566,5807,494,3447,0
106247,1009,252,307,0
318248,24990,258,2089,0
1162551,15067,11222,3441,0
66471,3638,403,194,0
7777292,341804,3461,17211,1
354309,13001,420,2575,0
306854,11407,305,787,0
408746,11587,511,1471,0
1654492,49543,2596,2905,1
445047,5309,243,432,0
1232985,35645,1316,920,1
977782,35465,2283,10885,0
49633,2120,53,161,0
5444,100,4,15,0
1031531,27851,389,2089,0
1037897,23542,1757,3694,0
253889,2782,397,653,0
806397,19925,598,1954,0
100450,5577,413,1572,0
122982,224,153,380,0
1719,8,0,0,0
1736,3,1,0,0
53942,578,6,34,0
354386,4720,541,657,0
12850,40,1,8,0
13952,62,31,43,0
46021,1305,325,625,0
700109,17305,607,3232,0
1359023,17804,5610,7107,1
6952956,398593,7092,22175,1
1116637,8719,597,2655,0
2364678,50407,6083,0,1
676495,33055,886,1976,0
71158,930,822,263,0
1377564,28795,5299,12107,1
152234,2469,80,169,0
255977,4129,86,339,0
40872,1944,20,207,0
11613,62,23,18,0
17494,55,4,6,0
723008,54344,1128,3372,0
474458,0,0,789,0
40613,672,88,118,0
13196225,624768,31912,58404,1
72561,7511,36,489,0
1493224,58147,2720,6636,1
2223189,107061,3793,26728,1
854447,60130,1047,4324,0
45543,444,60,185,0
231675,5094,1540,1399,0
455005,13502,420,1332,0
3906243,234683,9954,22460,1
1455815,106317,1404,5697,1
166006,1167,278,254,0
619880,33481,515,1701,0
10042,256,2,28,0
951341,9826,2558,2103,0
1292135,9417,670,2249,1
2179912,24994,1775,0,1
104802,3668,495,1090,0
147815,725,135,473,0
71747,4303,78,546,0
242329,1497,222,1328,0
55435,620,173,97,0
4599327,137227,18769,20205,1
1032877,13541,483,2602,0
12368624,320814,17554,26772,1
82438,1803,173,139,0
3958827,62817,5206,4080,1
807907,8249,892,2792,0
3227378,100310,3319,6794,1
315025,8868,367,1062,0
174338,4517,165,694,0
287094,6450,315,770,0
460042,11174,328,1535,0
130072,6370,136,332,0
502698,15835,1996,4142,0
106200,1148,91,237,0
72717,1148,588,313,0
104548,3067,185,205,0
203432,11357,500,786,0
2115210,22051,2786,5151,1
1927897,13678,5565,3247,1
232518,8652,248,664,0
187996,6383,6433,4478,0
1393101,75962,1612,4252,1
5892684,514353,4799,17968,1
1458068,17111,746,899,1
466577,2985,255,515,0
24264,334,210,118,0
349657,5971,228,146,0
93460,1029,80,146,0
1517107,18843,308,1115,1
3630119,123954,3094,4445,1
98156,393,6,83,0
996427,25735,1697,1677,0
1147618,17821,881,5839,0
3988692,47426,4148,4294,1
7043078,356971,18858,22134,1
273943,8143,234,324,0
584189,14894,353,754,0
1954952,108592,1414,6790,1
119019,6001,80,550,0
29669903,790568,158437,79160,1
2843629,193459,1252,12420,1
4263871,52027,3695,2879,1
443162,19761,443,2250,0
245772,7526,181,1729,0
478040,38472,341,1945,0
577828,6771,637,394,0
503175,7183,1884,987,0
38902263,678809,38876,41543,1
468666,7957,295,3401,0
201859,5569,127,518,0
16241,709,29,52,0
68064,749,272,258,0
96829,1922,119,204,0
23764,74,9,16,0
3130,2,0,0,0
127607,4667,63,551,0
6279,25,10,8,0
77628,429,127,110,0
232488,6810,251,829,0
1316824,32441,909,1834,1
3653400,223235,1672,19206,1
176476,4720,240,1968,0
2544417,71318,2560,5765,1
228045,9046,113,343,0
30622,1146,19,103,0
1255175,68676,675,27419,1
1736656,65236,5022,5239,1
24000,825,63,82,0
2998694,40381,1058,2460,1
457495,20157,243,1125,0
125824,9434,102,1660,0
630275,13915,231,630,0
1511973,63033,1481,4723,1
285298,1755,1087,2703,0
2884469,173359,9054,3,1
1649659,136018,1500,16525,1
751111,5589,648,773,0
3088180,106250,2763,4705,1
392601,9141,5121,2756,0
733180,36237,410,1006,0
290706,1882,7859,3141,0
4318,32,0,0,0
2109732,1311,49,211,1
2993235,135820,6207,19539,1
3266020,97709,4748,14172,1
1565942,69361,13150,18227,1
277046,6878,265,389,0
630580,7512,451,562,0
555596,20430,1109,1456,0
1008286,13518,1367,1542,0
357154,18639,726,1341,0
1147511,28260,1484,2113,0
413945,9446,367,981,0
288953,5539,372,478,0
85123,7530,873,1287,0
1359703,157317,1801,12583,1
3790966,176516,12537,10941,1
117159,4945,119,407,0
391436,11350,1224,1496,0
3167291,291546,1856,129798,1
746229,48861,1171,5600,0
323506,10599,1204,1116,0
202555,4932,111,459,0
214963,9073,301,372,0
173440,10639,184,4357,0
1011765,77941,1995,9365,0
382907,26143,380,1275,0
926438,19353,2461,4322,0
175568,15746,262,1306,0
140653,857,239,635,0
1082383,19707,534,1523,0
424118,13879,297,961,0
1101031,23020,2042,3805,0
1818743,58610,3537,3987,1
617606,9669,397,927,0
1260388,15071,3101,2184,1
61496,870,133,77,0
2332110,346819,803,22920,1
41003,2439,93,109,0
1953242,198084,3534,15556,1
3342473,94492,6402,8041,1
838817,14025,1478,1998,0
1213171,35118,2153,6732,1
993629,20278,3252,2671,0
636877,16818,841,950,0
203636,2623,192,333,0
3421911,107363,4812,4017,1
652005,6594,340,693,0
352862,3897,1765,426,0
815340,35251,448,4402,0
30927,620,31,42,0
213696,6642,343,913,0
1250699,40365,1350,5052,1
650095,5869,501,3499,0
1152151,5683,635,533,0
342223,12178,353,861,0
107171,1014,254,305,0
330359,25389,269,2089,0
1852491,35093,1644,5958,1
68492,3730,406,196,0
5152752,42510,11024,6052,1
4892,38,2,3,0
1278833,16081,12056,3712,1
366729,13218,426,2591,0
8065141,346813,3562,17713,1
1269264,36361,1350,909,1
455550,5379,247,432,0
415281,11704,519,1487,0
53965,2159,53,161,0
1680066,50086,2625,2881,1
1006210,36045,2321,10961,0
6621,107,4,15,0
259580,2803,404,650,0
1063781,23892,1797,3740,0
132648,230,155,386,0
1057322,28188,392,2100,0
102385,5641,418,1588,0
818912,20115,612,1962,0
1832,9,0,0,0
2075,4,1,0,0
54140,581,6,34,0
378366,4793,554,673,0
13161,41,1,8,0
14107,63,31,26,0
710530,17460,611,3232,0
46507,1318,327,635,0
45844,832,18,35,0
7990944,420727,7805,24299,1
1399206,18049,5675,7233,1
1134148,8796,607,2650,0
2416134,50954,6162,0,1
72022,941,827,248,0
700918,33870,918,2026,0
1425959,29285,5371,12384,1
157617,2552,83,177,0
42893,1987,20,206,0
12106,66,23,18,0
344426,5669,131,408,0
17636,55,4,6,0
736554,54871,1152,3378,0
477976,0,0,777,0
41242,675,88,118,0
14509303,639820,32890,59197,1
187435,28202,126,1544,0
99528,9355,50,518,0
1505582,58486,2728,6666,1
2270236,107820,3813,26968,1
872315,61125,1055,4364,0
45642,445,60,185,0
11539,275,3,31,0
232662,5118,1543,1396,0
460337,13655,421,1345,0
3977249,237013,10090,22566,1
1514231,108879,1447,5790,1
633961,33912,533,1755,0
166649,1175,280,254,0
988603,10054,2587,2118,0
1342349,10096,717,2382,1
2193840,25089,1780,0,1
109346,3800,512,1093,0
147886,725,135,473,0
73655,4365,81,551,0
242796,1500,222,1329,0
55508,621,173,97,0
4903275,139621,19153,20488,1
1044721,13647,486,2640,0
13859891,337071,18443,27230,1
82822,1814,173,140,0
4224265,63304,5395,4090,1
3494311,103553,3506,6906,1
931798,9325,991,2987,0
317902,8926,367,1078,0
179506,4610,165,702,0
293928,6518,319,791,0
465635,11281,332,1520,0
131662,6447,136,347,0
507789,15901,2007,4157,0
107555,1155,92,238,0
73387,1155,589,323,0
105190,3084,186,205,0
211157,11560,505,794,0
2138143,22135,2804,5201,1
1978347,13875,5621,3284,1
235864,8748,250,669,0
188522,6407,6437,4496,0
1459309,76658,1644,4268,1
5982333,517535,4814,18055,1
1488916,17335,760,895,1
471998,3008,256,517,0
24605,337,213,119,0
3957296,128653,3223,4520,1
95406,1044,81,146,0
350272,5972,229,146,0
1564490,19130,321,1136,1
1026985,26192,1715,1732,0
98406,394,6,83,0
1216322,18573,925,6219,1
4044229,47699,4170,4383,1
7285995,359247,19050,22260,1
293728,8333,252,323,0
627861,15394,365,783,0
1968632,108991,1416,6815,1
31725714,806649,161715,80518,1
125300,6077,82,551,0
2874050,194382,1264,12518,1
4354142,52244,3734,2869,1
445540,19817,444,2251,0
501976,38765,352,1968,0
253423,7626,182,1772,0
602785,6951,659,402,0
42895122,704609,41098,42483,1
512801,7228,1889,994,0
469599,7967,295,3408,0
204483,5616,127,500,0
16335,714,29,52,0
68427,749,272,260,0
97029,1923,119,206,0
24161,74,9,16,0
3148,3,0,0,0
128911,4688,64,551,0
6459,26,10,8,0
79473,437,127,113,0
236898,6880,257,831,0
4270418,236294,1922,20403,1
1344242,32966,920,1903,1
178191,4739,244,1984,0
2725023,73114,2661,5867,1
234029,9211,114,354,0
30918,1152,19,104,0
1274063,68789,677,27411,1
1758174,65688,5052,5354,1
24160,827,63,82,0
3042688,40648,1066,2452,1
466612,20427,245,1125,0
127378,9490,103,1663,0
641055,14068,233,642,0
1536968,63353,1489,4738,1
285483,1754,1087,2703,0
2910609,173772,9109,60,1
1687351,136708,1534,16568,1
756379,5599,650,779,0
3266179,108422,2843,4768,1
398127,9204,5176,2758,0
1097679,31986,2527,3364,0
342214,6063,616,820,0
378862,19841,282,1584,0
244539,9858,655,651,0
3923161,156940,8181,21809,1
97689,1327,791,813,0
2113854,83213,17280,22375,1
3877601,107237,5587,15063,1
614923,11971,500,686,0
1020894,10560,662,723,0
100264,2040,237,452,0
680030,22329,1452,1574,0
496798,22086,1102,1492,0
1486360,17609,1795,1902,1
1280919,30875,1563,2151,1
424620,7774,542,551,0
542157,11793,496,1096,0
133524,8791,1714,2138,0
175916,5984,192,490,0
1624595,170171,2073,13053,1
4171834,183420,15674,12021,1
466122,12152,1549,1698,0
844362,52721,1407,5917,0
3426836,304233,2091,133184,1
401657,13025,1438,1219,0
279866,7110,160,609,0
265352,9801,364,424,0
202055,11497,244,4613,0
52107,376,512,222,0
1091275,80123,2196,9979,0
417577,27497,443,1320,0
181937,991,315,881,0
989307,20129,2604,4488,0
203329,17263,317,1357,0
1360543,23492,657,1776,1
491537,15143,378,1062,0
1144923,23439,2078,3806,0
1899969,60179,3676,4077,1
68458,1275,86,123,0
78606,1043,161,111,0
2519032,359379,864,23248,1
2122120,207327,4218,16227,1
1309749,15624,3166,2235,1
55607,2760,137,113,0
3591579,98046,6646,8291,1
1063356,20974,3382,2775,0
693607,17870,914,1056,0
1277370,35873,2218,6890,1
918631,14715,1539,2052,0
3626745,110062,5276,4074,1
224571,2777,204,358,0
769129,7125,385,752,0
371827,3960,1792,439,0
848911,35697,467,4445,0
224657,6798,355,945,0
1322683,5866,660,534,1
6091,42,2,3,0
1286122,41131,1381,5125,1
666518,5930,513,3499,0
113010,1042,262,307,0
380042,13174,417,901,0
344332,25942,280,2078,0
1955782,36314,1680,6217,1
70443,3822,408,198,0
1411492,17292,13750,3969,1
5241477,43082,11206,6131,1
378144,13431,434,2618,0
1320373,37593,1383,927,1
4576,15,2,4,0
8374232,352007,3650,18243,1
468641,5439,254,432,0
423928,11822,530,1506,0
1709373,50835,2646,2937,1
1038149,36719,2374,11214,0
56962,2187,53,162,0
7750,115,5,17,0
1098746,24206,1834,3771,0
1088652,28592,402,2184,0
139086,232,160,393,0
833683,20304,628,1984,0
104095,5716,420,1608,0
1932,9,0,0,0
2331,5,1,1,0
265154,2825,408,683,0
54317,582,7,34,0
414884,4951,572,692,0
14235,63,31,26,0
13398,41,1,8,0
725421,17659,618,3275,0
49920,863,19,37,0
46908,1328,330,636,0
8959093,444020,8529,26432,1
1145202,8821,619,2661,0
1431366,18285,5721,7368,1
2461773,51465,6211,0,1
721029,34468,945,2069,0
1476354,29890,5474,12759,1
164524,2684,86,182,0
44420,2018,20,207,0
12544,67,24,18,0
410315,6726,170,477,0
17800,55,4,7,0
752112,55597,1190,3395,0
481619,0,0,774,0
41607,676,88,118,0
15520717,654898,33793,59981,1
193883,28906,128,1575,0
125681,11190,65,614,0
1518821,58831,2738,6686,1
2315142,108693,3827,27132,1
889056,62089,1061,4391,0
13526,286,4,32,0
45695,445,60,185,0
233343,5127,1543,1399,0
466388,13783,422,1345,0
2154298,27242,3210,1248,1
4042837,239321,10190,22707,1
1585557,112716,1475,5854,1
646265,34382,539,1744,0
167209,1179,281,254,0
25082,637,9,53,0
1026398,10281,2617,2119,0
1415128,11340,811,2667,1
2203209,25142,1783,0,1
116958,4052,534,1147,0
147941,725,135,473,0
75273,4408,81,558,0
243080,1501,222,1330,0
5133307,141884,19486,20661,1
55575,621,173,97,0
14974849,350146,19115,27710,1
1060290,13820,493,2668,0
83167,1825,174,140,0
4355364,63571,5493,4091,1
3710041,106635,3645,7129,1
1015745,10000,1034,3127,0
320877,8991,367,1079,0
184800,4686,172,710,0
301085,6609,322,798,0
474698,11434,336,1537,0
133187,6508,136,348,0
514251,16018,2028,4179,0
109010,1160,92,238,0
74333,1173,589,322,0
106068,3107,187,205,0
217341,11740,510,806,0
2164912,22231,2823,5217,1
2022753,14013,5656,3301,1
238839,8834,253,688,0
1509716,77243,1665,4279,1
189065,6427,6439,4517,0
6101646,522435,4830,18148,1
1519266,17523,776,909,1
476415,3027,259,518,0
4221639,133430,3339,4626,1
25027,343,216,120,0
97637,1059,81,147,0
350956,5976,231,146,0
1611908,19466,332,1170,1
1059711,26756,1725,1759,0
98710,395,6,83,0
1294681,19580,965,6619,1
7509351,361188,19201,22358,1
4104207,48023,4201,4401,1
312148,8519,261,353,0
670729,15938,377,799,0
1984239,109450,1419,6875,1
33420138,821971,165109,81388,1
133049,6173,86,571,0
2910915,195530,1278,12583,1
4376750,52381,3744,2881,1
519197,39056,359,1968,0
262018,7749,189,1816,0
448413,19857,448,2255,0
45938392,728696,43049,43541,1
624894,7103,677,410,0
521883,7267,1900,996,0
470348,7972,295,3413,0
207749,5660,131,502,0
16425,720,29,53,0
68886,752,272,260,0
97192,1924,119,206,0
24371,74,9,16,0
3170,4,0,1,0
130546,4736,64,553,0
4795193,248867,2097,21392,1
6688,26,11,8,0
81011,443,133,116,0
241678,6950,259,846,0
1370158,33462,934,1946,1
179723,4763,247,1998,0
2866699,74831,2734,5936,1
241476,9401,114,357,0
31228,1159,19,104,0
1292782,68925,680,27398,1
1782889,66165,5100,5414,1
3095325,40946,1082,2472,1
24296,828,63,82,0
476030,20712,254,1130,0
129318,9577,103,1498,0
13305605,835378,629120,733373,1
725305,21236,1053,2861,0
780084,39946,1089,10203,0
2130659,28119,4721,2933,1
285261,29057,470,2764,0
373453,15829,267,1198,0
2824423,65815,5212,6688,1
3208825,51775,2723,5706,1
217248,11312,226,364,0
276170,9504,291,698,0
46533,736,316,242,0
130531,5336,64,283,0
265038,10135,110,2402,0
878841,9365,2150,4209,0
826846,33396,644,2318,0
63672,1885,469,354,0
666665,12417,890,1245,0
126950,5684,292,1294,0
801205,41109,872,5432,0
350023,3686,2314,1645,0
828909,25204,961,1559,0
79865,3065,131,205,0
6816,102,75,76,0
226531,6000,180,852,0
63387,9776,44,481,0
127329,4877,689,688,0
149162,4990,187,588,0
4543244,171050,9109,23523,1
161543,2765,113,658,0
35862,964,137,75,0
340705,35891,326,2653,0
19238,162,48,136,0
206966,15329,211,932,0
2398601,89696,18778,20315,1
41179,268,20,90,0
741652,14090,568,808,0
4352828,114561,5986,15544,1
450476,59907,253,2515,0
965999,61657,834,2822,0
1164083,11795,752,815,0
37832,2587,29,295,0
150789,8433,401,647,0
738740,23557,1575,1530,0
714933,49060,978,8208,0
626019,10119,671,1158,0
386151,23688,570,5299,0
577162,24097,1243,1406,0
1879740,21472,2098,2516,1
2517782,160006,1224,17839,1
1364585,32452,1593,2215,1
1671461,22485,2326,2572,1
477856,8567,588,618,0
154081,9386,1989,2254,0
592198,12508,527,1138,0
206669,9984,88,1074,0
4453422,188492,17554,10359,1
88609,579,747,352,0
200838,6480,216,333,0
1842993,182070,2276,13407,1
507222,12609,1734,1696,0
9094,223,19,56,0
909176,55172,1513,6072,0
473615,15109,1600,1228,0
3616329,313341,2215,135277,1
319604,8026,173,697,0
298829,10301,396,420,0
220181,12096,263,4746,0
591161,36586,613,3516,0
202802,1040,333,900,0
1134842,81142,2260,10249,0
437602,28315,471,1508,0
219673,18164,337,1145,0
529577,15866,405,1090,0
1025006,20522,2674,4322,0
284919,15289,53,442,0
1533019,25551,753,1813,1
63726,2990,158,123,0
86423,1588,104,116,0
1186458,23681,2095,3837,1
1949048,61075,3742,4199,1
85727,1103,170,104,0
177832,9803,416,1509,0
2665689,368630,905,23549,1
2253191,213950,4559,16753,1
1342645,15991,3191,2175,1
3751269,100716,6782,8288,1
756543,19148,1006,1019,0
1325224,36401,2261,6925,1
974572,15332,1574,2264,0
144967,987,120,521,0
3760909,112244,5394,4096,1
236997,2831,213,359,0
811261,7376,410,760,0
160078,5493,109,392,0
376858,3979,1801,438,0
876890,36083,485,4480,0
230267,6888,358,942,0
6843,49,4,3,0
687873,6025,531,3508,0
1331017,42063,1431,5178,1
1459353,6016,678,552,1
408525,13812,443,935,0
119172,1074,270,320,0
354076,26288,293,2094,0
2034078,37404,1721,6338,1
22795,39,4,6,0
1488347,18066,14858,4202,1
71955,3920,409,207,0
5319556,43601,11363,6183,1
1370178,38809,1409,970,1
874106,94695,2342,6644,0
386697,13606,440,2654,0
8629150,356187,3729,17614,1
486222,5490,256,463,0
430712,11938,540,1508,0
1067126,37270,2407,11317,0
60045,2211,53,165,0
8363,117,6,18,0
1129129,24585,1856,3861,0
1133261,29286,420,2199,0
846542,20489,637,1993,0
105837,5792,422,1624,0
143573,239,162,402,0
2007,9,0,0,0
269213,2847,412,670,0
2587,5,1,1,0
54441,583,7,34,0
439802,5013,581,710,0
13630,42,1,8,0
14344,63,31,27,0
54257,919,22,40,0
47453,1334,332,639,0
9868170,464125,9176,28299,1
1449231,18443,5757,7489,1
2497549,51959,6265,0,1
736464,34976,962,2092,0
1516375,30361,5551,13026,1
172035,2837,86,191,0
45267,2036,20,211,0
455776,7422,185,512,0
765435,56221,1212,3437,0
17917,56,4,7,0
484743,0,0,789,0
41740,678,88,118,0
16584193,669544,34715,60648,1
199873,29584,130,1598,0
699223,5021,212,1083,0
147042,12458,71,661,0
27982,327,23,21,0
1527454,59080,2740,6707,1
2359813,109524,3842,27324,1
18848,308,4,34,0
45741,447,60,185,0
233814,5142,1545,1398,0
2205559,27439,3232,1249,1
4099399,241530,10270,22835,1
1644566,115540,1494,5949,1
657987,34882,548,1764,0
168447,1181,282,256,0
1066661,10594,2647,2191,0
25981,650,9,55,0
1509580,13029,970,2997,1
2209503,25178,1784,0,1
123745,4258,551,1218,0
147991,725,135,472,0
5350474,144180,19839,20874,1
243287,1502,222,1321,0
16206154,365401,19894,28428,1
55615,621,173,97,0
1074082,13987,499,2727,0
83499,1835,175,140,0
4416751,63703,5533,4094,1
3953945,110060,3831,7273,1
324324,9080,368,1081,0
188322,4773,173,720,0
306922,6688,327,801,0
134436,6563,137,348,0
520319,16105,2041,4195,0
109525,1162,92,238,0
75433,1192,589,326,0
223245,11899,510,833,0
106781,3125,187,206,0
189594,6437,6441,4517,0
2206241,22393,2848,5237,1
2058270,14160,5689,3347,1
241661,8909,255,675,0
6225124,527481,4861,18323,1
1546967,17745,789,920,1
4513621,138227,3451,4666,1
481100,3047,261,519,0
99837,1087,81,147,0
25393,349,217,119,0
351519,5979,231,147,0
1652914,19764,341,1197,1
1093889,27329,1755,1799,0
99066,398,6,83,0
7721222,362970,19327,22297,1
327786,8674,273,349,0
4149544,48299,4222,4406,1
717861,16454,395,812,0
548621,159356,2374,19455,0
1300016,35261,8262,12362,1
23389090,1082422,1065772,1059651,1
1303866,31761,7760,12353,1
908989,36960,434,5760,0
748220,41701,1659,3341,0
783794,10038,2827,1566,0
1402868,29970,1940,4023,1
781396,5327,543,963,0
396408,22397,538,1891,0
274036,12512,273,3385,0
242627,13404,271,621,0
110448,2502,136,388,0
588820,18317,254,2214,0
1147293,47001,1605,12266,0
186023,3442,106,159,0
3322130,35099,6902,4030,1
441454,18228,385,528,0
116043,4151,280,633,0
586197,41329,854,3529,0
621890,20889,429,1486,0
392159,34310,400,1490,0
78050,2959,98,290,0
1384219,218402,586,16976,1
165607,11390,163,1968,0
280289,38163,250,2681,0
99478,1247,623,597,0
853894,74675,657,4157,0
4377502,59742,3472,6778,1
55573,331,370,278,0
212390,7255,104,347,0
248731,3794,822,2988,0
398184,12394,168,2660,0
22200,218,19,60,0
115227,2365,133,350,0
112914,2354,834,588,0
1019283,39569,760,2624,0
950902,44649,1069,5881,0
1040440,0,0,4752,0
173210,6356,424,1536,0
86582,2683,260,1363,0
146536,1691,1762,250,0
319303,13486,237,1339,0
778876,14895,933,1267,0
42607,451,374,1178,0
427861,4299,2704,1948,0
949612,27314,1240,1681,0
175683,5550,835,747,0
50971,4257,22,384,0
93375,7437,29,312,0
7596,277,22,44,0
11560,57,8,0,0
423297,16294,243,1539,0
278510,6701,198,916,0
418252,39486,397,2794,0
85097,11564,61,552,0
72493,486,33,170,0
127157,2703,184,288,0
165152,5300,214,628,0
29202,228,64,196,0
4912005,179245,9572,24188,1
224262,16086,215,975,0
99463,3430,182,218,0
21723,78,73,40,0
8037,136,19,12,0
238623,24044,135,1896,0
1425649,70133,1151,3084,1
785456,14635,592,839,0
505112,62966,291,2607,0
46067,2810,34,337,0
1231123,12156,789,862,1
174183,9302,436,684,0
4905218,120586,6417,15685,1
763409,24057,1596,1537,0
790868,51555,1115,8403,0
726987,10976,769,1252,0
406803,24276,601,5402,0
3287,79,3,19,0
613065,24849,1275,1437,0
2611902,163443,1272,18224,1
2165053,23487,2332,2636,1
14311,261,6,43,0
7251,80,4,11,0
1831529,23876,2490,2638,1
62253,163,30,79,0
159161,9628,2005,2308,0
231852,10911,103,1206,0
1288977,3808,120,510,1
2056170,189898,2475,13709,1
4674833,192091,18412,10796,1
1413537,33201,1618,2212,1
498102,8751,596,604,0
89516,580,752,312,0
207103,6653,220,357,0
604513,12647,530,1154,0
528883,12873,1777,1699,0
9346,235,19,61,0
670414,38067,676,3573,0
3763877,319388,2288,136738,1
340367,8308,173,729,0
950330,56728,1564,6151,0
544499,16713,1682,1253,0
