views,likes,dislikes,comment_count,type
294738,5417,400,492,0
162520,5827,98,278,0
960019,50007,1801,6930,0
355486,20534,629,1176,0
480939,31607,488,1512,0
1152467,42223,1214,1477,0
5115661,11833,2704,1638,1
883097,0,0,0,0
1932419,39836,1737,1795,1
1903437,33108,1515,2162,1
622296,7433,342,820,0
560957,37559,624,22217,0
892869,12865,587,1024,0
241559,11403,108,2038,0
266389,7849,824,1311,0
990154,51635,4053,6227,0
338651,8649,317,1206,0
193938,7176,243,593,0
624776,7537,640,329,0
3242739,146828,2203,9601,1
3090319,90492,2299,7460,1
377504,19411,625,826,0
980236,13970,483,1174,0
5065311,40286,1538,3907,1
1343992,12750,322,312,1
1974492,71481,968,3819,1
1025263,10935,414,1734,0
1018634,6882,873,8616,0
906018,24504,609,1982,0
377666,25406,325,1479,0
312209,9062,103,555,0
328080,13621,347,1432,0
390232,31417,388,5135,0
1083896,34902,1814,11003,0
630069,20043,340,2812,0
819822,41499,634,3304,0
412169,47945,607,1420,0
3239196,174528,2947,12707,1
173015,10086,131,897,0
525220,13362,1668,3718,0
2519247,77474,2728,9878,1
299370,12707,374,2388,0
858559,6243,3445,2916,0
619600,9856,597,5304,0
6910518,274495,10738,30539,1
1781364,28606,1583,1563,1
2652829,51441,2083,12795,1
1040605,38828,2954,5536,0
536756,35156,528,4661,0
1807359,11910,1443,1027,1
664622,44252,895,4297,0
273000,12662,155,682,0
1075050,23906,2126,5026,0
157975,1950,81,136,0
3052635,188222,5717,20855,1
1733060,53675,9424,5629,1
752453,50595,489,5456,0
10860646,594643,21243,78386,1
2510643,222198,1753,9055,1
6034879,350602,6133,30057,1
412131,10347,526,1235,0
335048,14599,608,1586,0
1440891,15621,3893,2865,1
630945,12549,913,2866,0
52404970,1565579,32705,194290,1
325124,2248,47,144,0
787965,21632,366,1358,0
383384,22470,220,2591,0
1414416,23200,951,1979,1
689727,11937,489,1223,0
1130020,22377,823,1088,0
676342,10134,322,365,0
597409,26367,344,5633,0
3541835,53298,439,2546,1
1425308,33534,2668,3895,1
3287926,78980,4977,21531,1
584249,4220,772,1167,0
684913,17268,589,1791,0
1202228,39642,430,2667,1
2188681,31698,1560,3310,1
2675257,86626,1764,3278,1
312796,6983,248,304,0
1664250,84403,533,4314,1
837773,64460,1229,5743,0
970189,30649,698,2076,0
1151622,34060,5231,5968,0
366612,11505,392,999,0
1172743,40892,671,1970,0
2451830,57922,1527,1434,1
448831,19900,215,868,0
898425,17389,532,1271,0
396542,4959,690,610,0
1135503,41612,815,5629,0
1941939,70241,1066,3687,1
783414,17433,5353,2690,0
2411761,101226,2361,5598,1
538169,17634,444,750,0
2184856,24494,2499,3238,1
293591,4088,165,382,0
2422767,85558,715,2111,1
1503335,25423,369,963,1
1618812,26729,615,2439,1
8244106,355445,9040,22941,1
433362,32673,146,1187,0
652347,16860,470,4002,0
2108246,27673,918,2677,1
851859,50203,960,4952,0
507866,13316,752,1729,0
311117,46769,134,2819,0
3573227,3085,218,384,1
2872230,17620,3179,3600,1
514749,39161,202,1876,0
1135456,75334,2121,4057,0
665554,28937,333,1130,0
639484,28343,629,2135,0
529926,63741,665,5585,0
1099132,13883,786,4650,0
596199,12580,1378,912,0
539645,64537,239,3113,0
2441222,58980,5831,9696,1
511441,13518,125,689,0
1152232,15192,1014,1695,0
2266235,61544,952,0,1
2569382,71357,5254,16601,1
891181,15717,171,1052,0
319092,14688,274,1681,0
127052,1557,70,138,0
283016,5300,459,430,0
740930,47877,1473,3130,0
17433516,747638,12441,32529,1
2142182,89839,566,6327,1
607390,23015,433,1289,0
550458,25142,347,10022,0
754674,14050,765,5282,0
173611,13087,154,1125,0
1339040,21019,601,1491,1
1746436,128880,11081,32242,1
1009563,38683,1014,2278,0
576459,46378,790,3217,0
274973,3594,185,342,0
1223681,119236,744,41069,1
643661,33106,258,7986,0
183682,4860,273,2450,0
540029,5902,677,1382,0
2221022,280747,2229,23397,1
344292,26807,230,967,0
615196,16592,586,2208,0
178121,9489,147,2116,0
774697,57651,1303,6778,0
538061,11496,380,633,0
545101,25972,493,2054,0
924107,52527,1033,11287,0
179747,8600,476,905,0
1239935,22624,1118,1708,1
637400,21551,895,1965,0
500056,3930,1219,515,0
1092031,35951,602,1589,0
988978,60241,993,4665,0
200178,11890,107,1416,0
205230,4825,73,513,0
508013,16067,262,1662,0
1023442,26683,482,2752,0
207312,9771,183,1164,0
1754924,185577,2334,10772,1
484854,16131,151,798,0
205341,895,87,140,0
4719116,157751,5660,13928,1
276381,10885,220,1683,0
438665,3213,227,1149,0
491345,15405,1682,3217,0
12644596,379979,6460,62189,1
1137694,75605,1863,8244,0
282041,18997,238,1980,0
675655,18485,268,1098,0
381037,12974,731,960,0
1752405,78952,876,8947,1
4369711,25958,2883,5135,1
2495333,31282,846,4611,1
853746,18787,30034,31656,0
2853412,138627,3724,10126,1
1044769,54464,818,4471,0
163595,15625,85,2094,0
626985,11779,780,1797,0
1558630,45674,416,2339,1
782007,20119,4504,1723,0
483158,29890,330,3621,0
7600764,354359,12510,63056,1
484066,9029,8474,5842,0
410554,19495,3003,2158,0
308831,10271,428,479,0
304736,1987,102,416,0
399162,20598,625,1920,0
1495383,56463,1456,7220,1
1565566,41275,1699,2782,1
3441649,46316,6970,8540,1
2986807,66419,7123,10502,1
2663115,41716,1397,2872,1
2845984,90530,884,5475,1
1851299,14708,2143,4533,1
715173,7007,583,633,0
4748426,254209,4575,14103,1
463425,19543,377,1332,0
1008921,11662,1303,1824,0
1511044,27402,677,1328,1
3810931,148262,11025,8069,1
650254,1975,349,233,0
235802,12060,85,986,0
472073,10463,470,817,0
5125453,66113,2071,3571,1
3524302,141831,3575,9747,1
934891,50083,1466,3754,0
931378,15887,298,1186,0
7755788,470510,4193,26870,1
2121112,100751,3066,6935,1
797736,11699,232,699,0
3758775,5821,2039,1921,1
1204554,14669,1713,1749,1
112472,9687,82,607,0
5830387,131399,3904,4965,1
3080076,13432,175,827,1
544154,3821,298,892,0
976566,19014,1802,1974,0
326317,5684,424,497,0
176773,6256,107,285,0
964717,50121,1807,6940,0
363488,20900,639,1188,0
516378,33154,503,1547,0
1173920,42582,1221,1477,0
5143271,11957,2732,1668,1
921740,0,0,0,0
1954087,40084,1750,1821,1
1933859,33388,1528,2197,1
627756,7433,342,821,0
579870,38129,630,22226,0
916090,12994,591,1039,0
244858,11459,110,2049,0
1007062,52219,4071,6256,0
346685,8756,318,1219,0
196884,7221,244,595,0
682013,7871,678,340,0
3270393,147557,2213,9639,1
3114154,90800,2305,7519,1
385312,19584,626,834,0
991525,14077,485,1186,0
5106305,40467,1553,3911,1
2085725,73517,1003,3922,1
1365491,12906,325,313,1
1048530,11266,422,1764,0
922447,24815,613,1990,0
386664,25598,342,1482,0
329736,9517,112,571,0
331780,13721,349,1462,0
392937,31560,388,5168,0
1152577,36851,1957,11573,0
638812,20180,343,2818,0
824047,41650,637,3310,0
418681,48424,612,1428,0
3334027,176702,2985,12731,1
174653,10131,131,898,0
2560783,77990,2755,9924,1
526710,13379,1668,3718,0
2769297,26041,2705,3100,1
860299,6245,3447,2925,0
623915,9928,598,5329,0
7057179,278462,10826,30807,1
1823413,29214,1595,1570,1
2663951,51501,2088,12808,1
1095497,39445,3032,5619,0
564790,36325,553,4739,0
1840286,12057,1462,1051,1
671839,44463,898,4311,0
1083715,23965,2128,5041,0
3068886,188714,5737,20915,1
1752241,54043,9473,5648,1
758685,50786,489,5480,0
11434085,602018,21634,79208,1
2539316,223781,1763,9078,1
6090423,352409,6186,30199,1
415400,10394,526,1238,0
338217,14703,612,1609,0
1459427,15750,3923,2886,1
326261,2252,48,144,0
416368,23844,227,2671,0
795970,21877,376,1396,0
1417500,23207,952,1978,1
697674,12028,491,1240,0
733556,10404,340,375,0
604247,26485,346,5649,0
3572402,53639,446,2566,1
3306190,79372,4985,21622,1
584861,4221,772,1169,0
2811033,87662,1822,3304,1
2207500,31970,1574,3324,1
331608,7151,253,304,0
1769200,86122,566,4357,1
846124,64794,1237,5772,0
983181,30918,704,2084,0
1170696,34500,5272,5999,0
371510,11614,395,1002,0
1215287,41564,682,1996,1
460046,20037,219,869,0
955486,18166,544,1351,0
410909,5193,706,615,0
1973349,70489,1076,3714,1
1139279,41681,816,5636,0
1391740,148060,1262,13731,1
3233699,176557,2578,10974,1
1743432,154763,1538,13166,1
917010,15273,124,1303,0
2664933,98824,2617,9293,1
3967200,41742,1500,3896,1
1162893,30036,1129,2227,0
348763,18203,209,1628,0
1317501,111094,2104,9925,1
1592866,55033,614,2319,1
643685,23240,460,1618,0
1585857,53116,1416,4802,1
553637,3977,147,426,0
611737,72455,412,4001,0
1047982,22175,1167,7345,0
726149,59182,615,3805,0
342001,11894,331,3521,0
747475,16921,1088,2149,0
807622,47920,335,2041,0
5792890,3898,302,505,1
3407171,21431,3760,4383,1
237087,3418,122,842,0
1312903,15121,969,5230,1
938933,39336,439,1402,0
1148881,121470,1316,9317,0
1299309,83950,2386,4416,1
425463,30123,197,1075,0
729267,30434,703,2274,0
672802,13662,1563,995,0
822530,87672,366,3768,0
676094,16260,169,843,0
2682548,62542,6156,10424,1
1305238,16089,1084,1811,1
2831479,73680,1221,0,1
2730157,73517,5470,17271,1
371271,15904,325,1780,0
1088804,17708,218,1206,0
141586,1754,99,187,0
825075,32480,496,13018,0
857462,50794,1665,3367,0
2415197,92615,612,6547,1
18858879,774174,13302,33708,1
679024,24662,499,1382,0
347351,6071,606,494,0
909956,14911,875,5601,0
201116,14159,204,1171,0
1483147,22500,643,1581,1
1823842,131523,11280,32613,1
685158,50262,917,3412,0
1038268,39487,1033,2268,0
206126,5244,336,2647,0
414603,30032,262,1093,0
2556304,293520,2412,23945,1
701802,34376,286,8283,0
1276735,121765,780,41485,1
566260,6029,717,1451,0
324480,3914,210,371,0
199851,9880,171,2217,0
637575,16835,603,2253,0
795589,58647,1321,6846,0
570633,26707,512,2129,0
189807,8927,500,934,0
940373,53160,1051,11369,0
1378376,23244,1207,1765,1
180566,6249,185,1954,0
532370,4088,1258,480,0
1130751,36755,610,1601,0
211798,12392,111,1458,0
1028151,61681,1047,4743,0
238290,5289,83,588,0
543182,16816,271,1753,0
2200274,215419,2809,11962,1
547554,18140,160,875,0
1065993,27429,501,2812,0
247742,10216,225,1185,0
214731,898,87,140,0
444092,3240,229,1154,0
4974592,161001,5829,14072,1
12995427,394534,6974,63763,1
505198,15610,1696,3268,0
1199843,77997,1908,8334,1
298752,19413,257,2108,0
407272,13583,748,974,0
707056,19132,275,1127,0
1951267,83430,964,8499,1
4530247,26325,2995,5156,1
868385,18920,30488,31941,0
2968206,141787,3847,10345,1
1102535,56113,871,4604,0
2607252,31719,874,4671,1
169359,15917,88,2014,0
655200,12145,784,1817,0
1589668,46380,425,2344,1
497882,30373,336,3782,0
7814659,363128,12785,63839,1
788268,20238,4508,1717,0
482019,9025,8476,5842,0
416394,19656,3010,2192,0
311044,10324,430,485,0
309339,2002,102,421,0
413878,20931,644,1965,0
1673067,59555,1583,7505,1
1620111,42215,1730,2705,1
3185046,98732,999,5921,1
3542785,46739,7075,8660,1
3062876,67461,7172,10602,1
2723017,42081,1419,2891,1
1894825,15053,2177,4569,1
731446,7122,587,636,0
5062143,261415,4757,14333,1
480569,19767,386,1341,0
1547819,27811,682,1358,1
1032686,11956,1319,1852,0
4030247,151414,11225,8236,1
655059,1978,349,236,0
240059,12187,86,1003,0
483158,10640,477,828,0
3870649,146563,3724,9876,1
5207548,66698,2088,3596,1
1006035,51859,1489,3865,0
960749,16068,304,1226,0
8419328,479433,4369,27044,1
2163748,102033,3115,6999,1
802100,11728,233,711,0
3775453,5940,2060,1969,1
1307454,15590,1830,1803,1
116196,9798,85,610,0
6515838,137444,4138,5038,1
3122628,13579,177,869,1
600719,4043,324,906,0
1054105,20169,1867,1994,0
360328,5974,443,530,0
190898,6731,113,292,0
969392,50239,1813,6960,0
540658,34174,517,1564,0
1186781,42796,1233,1469,1
5161798,12089,2740,1670,1
955423,0,0,0,0
1965545,40174,1752,1822,1
1959673,33609,1539,2206,1
596281,38614,640,22218,0
630123,7435,342,822,0
927977,13077,597,1048,0
247277,11513,111,2051,0
1017976,52617,4095,6280,0
350461,8813,319,1221,0
731214,8119,708,340,0
199804,7268,244,595,0
3299714,148299,2220,9650,1
3126184,91054,2307,7552,1
389425,19672,629,836,0
1000691,14170,491,1190,0
5136240,40611,1565,3914,1
2194684,75210,1078,3974,1
1385637,13037,328,313,1
1083754,11724,439,1857,0
939108,25088,617,2012,0
395238,25811,352,1475,0
343738,9874,119,578,0
335000,13817,350,1464,0
1230177,39052,2122,12367,1
395082,31680,389,5177,0
646731,20330,347,2847,0
828542,41826,639,3315,0
3423412,178472,3031,12820,1
424029,48809,616,1434,0
176110,10161,133,901,0
2996112,28279,2944,3457,1
2598920,78496,2781,10015,1
861731,6247,3449,2926,0
627586,9983,600,5351,0
7220056,282881,10910,31115,1
1850545,29605,1602,1591,1
2676229,51585,2095,12816,1
1145703,39942,3084,5759,0
589532,37301,583,4792,0
1876207,12186,1485,1057,1
678038,44667,901,4312,0
1092425,24038,2130,5053,0
3085501,189239,5755,20962,1
1768205,54328,9519,5666,1
764435,50951,490,5499,0
11989960,608885,22017,79728,1
2565414,225019,1768,9112,1
6142170,354029,6224,30299,1
418794,10431,528,1244,0
341243,14799,618,1612,0
1482384,15904,3955,2903,1
327251,2253,48,144,0
447571,25048,240,2702,0
802167,22036,377,1413,0
1419587,23209,952,1976,1
704492,12112,496,1251,0
788947,10702,363,375,0
614024,26701,351,5693,0
3602906,54034,461,2586,1
3326832,79848,4999,21726,1
2986867,89221,1907,3327,1
349965,7305,264,306,0
2234419,32438,1599,3365,1
968339,18175,373,2230,0
3434039,238247,4223,21520,1
235247,8197,707,1684,0
6199178,269172,4421,15115,1
914289,11706,423,745,0
503442,33164,1120,3197,0
2869700,213593,3448,17305,1
2197295,102065,5784,8296,1
1785926,26293,306,2020,1
566146,18104,300,3568,0
4640731,155160,4100,13552,1
447230,4193,175,403,0
621283,20881,244,689,0
5288403,46783,1675,4427,1
3529684,107263,3099,10281,1
1789404,124882,2785,10797,1
1515339,35131,1422,2529,1
706458,84037,723,6531,0
425727,20646,334,1754,0
437034,5074,177,1403,0
2005965,66010,789,2707,1
830674,27029,603,1847,0
289559,17033,230,4347,0
614251,5191,221,644,0
169136,8488,277,809,0
718537,79532,519,4295,0
1192615,24004,1335,7795,1
997575,69181,824,4253,0
413803,12984,447,3815,0
864888,18921,1246,2380,0
432798,5183,245,1323,0
239937,15511,216,1196,0
124804,11092,112,896,0
985297,52557,402,2099,0
8825337,4390,337,544,1
3534246,23419,4039,4661,1
1153170,48009,519,1623,0
1367983,15289,1038,5541,1
512450,17401,440,1242,0
1333608,135749,1541,10048,1
811963,18620,232,988,0
476552,32060,220,1133,0
1398450,88989,2498,4498,1
785992,31804,755,2339,0
706664,14127,1652,1049,0
4130426,76957,2214,0,1
2838481,64690,6351,10720,1
1429245,16712,1126,1875,1
3172572,80054,1380,0,1
2849838,75234,5635,17694,1
417341,16752,354,1815,0
1123450,39286,676,15292,0
934233,52533,1764,3486,0
720939,25622,544,1462,0
2510676,93985,632,6646,1
367974,6283,640,510,0
19802960,793093,13828,34367,1
992057,15357,932,5755,0
217106,14797,221,1202,0
1578582,23334,661,1608,1
762285,52791,973,3503,0
220670,5504,352,2730,0
467303,32653,274,1095,0
2832771,301914,2537,24264,1
1063111,40214,1046,2313,0
1867722,133152,11374,32784,1
732806,35092,291,8439,0
576206,6083,726,1459,0
354509,4088,221,373,0
215995,10223,181,2281,0
644406,16939,609,2257,0
1311501,123254,796,41755,1
811053,59323,1340,6896,0
196956,9145,520,958,0
589560,27213,526,2165,0
182975,6313,187,1977,0
1413453,23624,1224,1819,1
952354,53605,1063,11423,0
219672,12724,112,1467,0
1156041,37244,621,1611,0
271550,5811,94,631,0
1056330,62761,1075,4779,0
552258,4166,1288,477,0
570907,17337,284,1792,0
601716,19699,174,937,0
2425443,229059,2974,12436,1
1097692,27900,515,2866,0
278776,10585,267,1213,0
220691,901,88,140,0
5225378,164118,5995,14213,1
13327104,406863,7272,64703,1
517577,15777,1716,3321,0
1244190,79689,1940,8436,1
314044,19794,270,2144,0
424469,13965,754,966,0
2091369,86443,1022,8754,1
724369,19459,281,1139,0
4608612,26535,3030,5181,1
881061,19034,30934,32303,0
3054139,144092,3927,10464,1
1139943,57189,901,4698,0
2702306,32135,900,4709,1
678676,12502,792,1850,0
175368,16265,95,2040,0
1612283,47045,432,2361,1
509943,30718,342,3893,0
8098334,371836,12983,64482,1
792048,20300,4514,1719,0
482257,9026,8478,5842,0
421550,19781,3012,2233,0
313231,10372,430,510,0
316194,2014,107,421,0
428678,21214,668,1969,0
1875517,62584,1695,7722,1
1663263,42834,1757,2709,1
3444015,103847,1069,6205,1
3647991,47254,7206,8751,1
3129248,68308,7232,10753,1
2800531,42677,1441,2919,1
1919481,15247,2204,4637,1
746984,7233,588,639,0
5370040,268288,4888,14607,1
1057348,12231,1330,1861,0
659480,1984,351,238,0
244314,12314,89,1018,0
488694,10725,480,829,0
4196137,151032,3866,10069,1
5268742,67172,2111,3627,1
1072930,53464,1511,3916,0
9087500,487093,4560,27220,1
987819,16234,310,1257,0
2190678,102854,3141,7030,1
805984,11750,236,712,0
3789344,6018,2085,1998,1
1372464,16164,1893,1839,1
120068,9886,85,615,0
7172402,142805,4318,5021,1
652461,4220,347,956,0
3174758,13699,180,873,1
1104481,21043,1922,2003,0
384741,6163,468,531,0
199645,7049,118,299,0
974190,50356,1821,6969,0
563193,35056,532,1571,0
1198356,42976,1238,1477,1
5179785,12180,2746,1672,1
979617,0,0,0,0
1973199,40281,1755,1822,1
1987622,33928,1551,2222,1
610217,38997,653,22232,0
631544,7435,342,823,0
934783,13118,598,1052,0
249425,11560,112,2052,0
1025013,52877,4101,6288,0
769314,8315,744,346,0
352910,8854,322,1221,0
202550,7312,246,595,0
3321389,148838,2233,9676,1
3137785,91293,2309,7574,1
393028,19743,632,828,0
1008949,14255,498,1202,0
5163442,40721,1576,3924,1
2292688,76526,1127,3988,1
1401527,13144,330,313,1
1110411,11993,451,1912,0
954776,25373,624,2021,0
403486,25987,358,1477,0
354261,10152,123,587,0
338066,13907,352,1472,0
1302916,40894,2296,12980,1
397024,31776,390,5178,0
654078,20473,350,2849,0
833575,42016,641,3324,0
3495596,180086,3063,12892,1
429247,49232,622,1444,0
177469,10183,135,903,0
3180167,30205,3111,3625,1
2632099,78906,2803,10093,1
630201,10020,601,5370,0
863560,6254,3450,2927,0
7344728,286189,10991,31354,1
1868581,29869,1609,1593,1
2686026,51635,2101,12826,1
1190729,40307,3121,5896,1
609892,38021,606,4850,0
1922653,12367,1512,1065,1
684491,44873,906,4313,0
1100674,24122,2132,5063,0
3102346,189767,5773,21031,1
1787925,54676,9574,5715,1
770953,51169,491,5511,0
12529936,615429,22366,80024,1
2592896,226418,1773,9127,1
6187534,355336,6260,30425,1
424016,10527,532,1257,0
344518,14891,620,1613,0
1501322,16023,3972,2922,1
475678,26114,249,2722,0
809389,22140,377,1416,0
1421026,23213,952,1975,1
1868890,160919,6156,33846,1
2215998,69770,2261,9662,1
784251,15220,708,1017,0
1768640,105293,5628,16664,1
296438,9061,969,1674,0
295206,1747,459,614,0
687399,33138,12832,7908,0
3256932,44570,1344,5172,1
294976,16774,584,2489,0
2834446,1950,901,248,1
804596,64415,3656,5784,0
269210,11970,390,1008,0
383435,10923,1697,2946,0
4796413,283387,5358,24531,1
963632,49716,2268,4739,0
8763592,341037,5632,18394,1
1165728,15034,641,1023,0
2681355,112011,8318,9357,1
3396826,239989,4444,19096,1
2275633,33317,417,2494,1
6459931,643288,4683,120535,1
260345,4453,393,1262,0
679273,19845,356,3861,0
1062528,103143,1150,8136,0
2133440,89920,3209,4607,1
6256146,198602,5133,15869,1
1445718,79810,1078,18442,1
5891553,167698,5258,16291,1
893115,26551,390,859,0
568803,5242,229,505,0
2107047,132717,3161,11348,1
6749073,49818,1832,4694,1
1779855,38399,1638,2633,1
469767,22045,389,1698,0
514264,5734,222,1524,0
2377218,77162,915,3032,1
935202,29003,678,1930,0
776143,82733,567,4404,0
355161,18715,339,4799,0
257564,9912,411,878,0
847021,292,23,56,0
300191,4867,259,2353,0
1321500,25248,1486,8158,1
1200608,75817,968,4626,1
459565,13656,515,3976,0
650073,5795,275,723,0
618492,6686,330,1647,0
275773,17012,476,1457,0
944807,20062,1339,2453,0
811131,53635,835,3888,0
178194,13344,161,1001,0
1131497,55757,442,2160,0
289557,9700,70,412,0
8876499,4801,387,577,1
3625807,25151,4224,4897,1
1291381,52897,563,1690,1
1390987,15345,1063,5582,1
547674,17952,480,1289,0
1451033,143414,1655,10530,1
920748,20374,254,1028,0
845894,33319,792,2411,0
512309,33469,233,1196,0
4309117,81419,2354,0,1
729919,14429,1709,1064,0
1446167,91314,2562,4581,1
189419,3250,192,159,0
2904076,65686,6416,10822,1
3381686,84036,1466,0,1
1516382,17088,1155,1955,1
2939463,76463,5726,17911,1
441266,17118,361,1846,0
1321996,42911,768,16806,1
977503,53511,1789,3529,0
743676,26191,563,1491,0
2562444,94619,647,6690,1
20462695,807408,14139,34952,1
1069387,15934,978,5916,0
225291,15198,224,1209,0
1660878,24026,686,1628,1
839041,55105,1012,3576,0
190060,11425,128,582,0
3107814,309565,2630,24592,1
1087769,40952,1060,2334,0
234189,5769,373,2867,0
1898228,134282,11435,32882,1
763258,35941,297,8606,0
648541,16983,612,2267,0
582247,6120,734,1461,0
228244,10432,197,2306,0
1341043,124404,812,41952,1
144181,1919,130,247,0
507053,34612,288,1155,0
825224,59955,1358,6934,0
608538,27684,541,2191,0
184794,6353,189,1983,0
204195,9330,537,979,0
1446252,23963,1240,1849,1
962744,53925,1073,11451,0
224825,12905,112,1492,0
289880,6031,102,645,0
645676,20965,190,977,0
2610573,240217,3073,12771,1
1080720,63712,1094,4835,0
591656,17729,290,1846,0
567728,4220,1310,483,0
1125153,28277,526,2923,0
297935,10875,294,1253,0
238025,909,88,141,0
5445983,166984,6123,14381,1
14793346,416374,7523,65578,1
529668,15941,1739,3365,0
325461,20066,286,2176,0
437321,14260,760,981,0
2174800,88204,1069,8874,1
740178,19787,288,1151,0
4686883,26852,3088,5202,1
891913,19124,31282,32574,0
3126352,146150,4002,10556,1
2788955,32416,916,4754,1
697794,12761,796,1866,0
185981,16850,98,2071,0
1153632,57804,909,4738,0
1635866,47673,438,2396,1
527923,31285,346,3956,0
8280684,378013,13169,65011,1
794986,20351,4516,1730,0
425695,19886,3013,2254,0
315079,10410,434,510,0
2064243,64735,1812,7932,1
440504,21422,683,1979,0
1706563,43485,1775,2744,1
3659498,107834,1113,6353,1
2870320,43175,1458,2924,1
3680741,47849,7268,8854,1
3177391,68910,7250,10838,1
1941810,15412,2217,4680,1
5620582,273196,4993,14818,1
762701,7328,591,643,0
1077649,12398,1343,1895,0
662955,1987,352,238,0
248330,12453,89,1044,0
495450,10803,481,833,0
4492586,154687,3994,10191,1
5318521,67499,2122,3635,1
1160028,55869,1599,4000,0
9725876,493659,4726,27363,1
1027208,16501,316,1326,0
2212569,103548,3161,7061,1
809520,11761,236,712,0
3802753,6099,2095,2024,1
1435726,16697,1945,1863,1
7789206,147765,4498,5100,1
123629,9990,89,619,0
694725,4364,364,964,0
3208220,13813,182,889,1
1137772,21600,1958,2019,0
405581,6382,481,553,0
210328,7453,123,310,0
979841,50500,1827,6991,0
583346,35757,541,1588,0
1209064,43153,1243,1488,1
5193778,12259,2749,1686,1
999186,0,0,0,0
1979747,40348,1758,1824,1
622959,39385,668,22233,0
2021783,34265,1566,2231,1
632825,7436,342,823,0
940490,13149,601,1055,0
251444,11592,112,2058,0
802614,8544,774,348,0
1030804,53082,4109,6301,0
355138,8895,325,1222,0
3339887,149264,2238,9724,1
3148321,91454,2311,7594,1
396158,19840,632,828,0
1017177,14340,501,1219,0
5187950,40847,1586,3951,1
2381627,77588,1170,3976,1
1416738,13252,333,314,1
1125503,12153,457,1931,0
968881,25606,626,2051,0
365524,10467,128,595,0
341347,13991,355,1471,0
1333110,41643,2351,13313,1
398699,31855,391,5181,0
660425,20583,352,2876,0
3453113,33160,3325,3939,1
837076,42156,643,3347,0
3566092,181493,3107,12930,1
433326,49550,624,1452,0
178765,10218,137,903,0
2666560,79329,2836,10116,1
632821,10061,602,5373,0
7497772,290623,11083,31604,1
1886667,30112,1612,1605,1
1229307,40639,3147,5927,1
629744,38777,630,4892,0
1962973,12513,1525,1068,1
689858,45040,906,4337,0
1107554,24188,2138,5072,0
786643,28896,1514,3624,0
3986558,252352,14140,51425,1
505145,12447,335,971,0
165517,1882,125,392,0
181782,5659,102,271,0
160153,8033,168,1374,0
648858,19938,294,986,0
1430370,25749,1317,1804,1
1046287,74562,5790,13153,0
3652203,97735,4141,13743,1
322037,3038,160,1225,0
954250,19761,1228,2399,0
524683,29599,1204,5335,0
925323,88228,976,8702,0
2853563,144712,8193,21495,1
497159,12060,1823,2176,0
2993357,3376,1447,475,1
968101,40279,16844,9674,0
427719,19981,835,2873,0
3916287,49689,1511,5701,1
1093251,75447,5755,8262,0
368627,2021,538,654,0
341243,13822,595,1149,0
454896,12229,1965,3511,0
270593,20076,458,880,0
5504134,308226,5833,26298,1
1257094,59502,2917,5550,1
11364107,401556,6736,20180,1
611889,12960,462,937,0
1288560,16670,691,1111,1
188910,8679,119,1014,0
203492,5978,336,1048,0
1713302,1165,85,163,1
553981,9684,1225,2963,0
308832,7903,565,1832,0
2978992,117935,9288,9955,1
3695069,253907,4848,20025,1
2533415,36018,471,2660,1
7157982,667105,5198,122314,1
740974,20776,396,4155,0
1357911,118297,1403,9322,1
2554370,98458,3784,5077,1
7160691,217804,5650,16980,1
7318817,200567,6526,19420,1
1646223,84504,1369,19451,1
8332364,51585,1907,4767,1
1119894,33199,502,1033,0
2337727,137802,3453,11704,1
648616,5872,255,556,0
257913,11959,492,1019,0
505290,23263,439,1756,0
2651715,84655,1012,3241,1
997999,30255,711,2051,0
810630,84704,593,4481,0
389668,19651,394,5021,0
870580,383,43,86,0
313985,10944,474,1020,0
338688,5089,278,2428,0
1396742,26060,1577,8407,1
1360200,80868,1081,4906,1
481890,14156,533,4058,0
299822,18077,524,1536,0
661502,5880,283,772,0
684824,7117,360,1743,0
861236,55697,868,3964,0
207697,14599,178,1086,0
995439,20807,1375,2593,0
1248930,58427,465,2211,1
333369,10572,75,449,0
8923033,5376,683,641,1
1370348,55496,592,1754,1
577026,18643,511,1335,0
314751,12322,407,5268,0
1397456,15363,1075,5609,1
1525871,148963,1720,10912,1
3692229,26498,4320,5043,1
543186,34746,247,1243,0
4403389,83610,2400,0,1
999933,21797,266,1112,0
749929,14679,1754,1060,0
1475049,93034,2589,4630,1
206917,3935,211,197,0
2958978,66699,6499,9692,1
1576258,17448,1171,2003,1
3549849,87434,1559,0,1
3017482,77513,5826,18164,1
460126,17393,369,1853,0
1494142,45770,849,18282,1
760673,26626,574,1498,0
2609886,95141,664,6697,1
1017539,54616,1811,3595,0
20946564,818927,14391,35561,1
1118983,16379,1023,6004,0
1739779,24695,703,1669,1
230686,15443,230,1238,0
915299,57001,1046,3634,0
3452803,318513,2748,24886,1
214364,12119,142,587,0
248952,6029,402,2996,0
1112601,41633,1070,2365,0
587192,6141,734,1471,0
790231,36636,316,8781,0
651528,17015,612,2269,0
151992,2009,134,281,0
238728,10608,203,2376,0
226451,7892,168,1268,0
535786,35924,298,1188,0
1362211,125215,825,42119,1
840608,60635,1380,6964,0
627578,28122,560,2199,0
209991,9484,545,980,0
977501,54439,1089,11475,0
681139,21973,201,1012,0
301674,6211,107,660,0
2738558,248524,3147,12954,1
606889,18015,291,1866,0
